Unnamed: 0,city,activity_name,activity_description,ID,prompt
870,"Santander, Spain",EXHIBICIÓN “BIKE TRIAL”,"EXHIBICIÓN “BIKE TRIAL”
Miniexhibición, taller de bicicletas y exhibición con el Campeón del Mundo Raúl Gutiérrez.
Todas las edades.",870,"This is an event called 'Exhibition ""bike trial""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Exhibition ""bike trial""
Miniexhibition, bicycle workshop and exhibition with the world champion Raúl Gutiérrez.
All ages.'"
871,"Santander, Spain",DÍA SIN COCHE,"DÍA SIN COCHE
Durante este intervalo de horas el TUS será gratuito y también podrás disfrutar de una hora seguida de TUeBICI gratis con el código TUeBICI24",871,"This is an event called 'Day without car', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Day without car
During this interval of hours you will be free and you can also enjoy an hour followed by free tuebici with the Tuebici24 code'"
872,"Santander, Spain",YOGA FRENTE AL MAR,"YOGA FRENTE AL MAR
Nos relajaremos frente al mar con ejercicios básicos de Yoga para toda la familia. ¡Anímate a afrontar el día de una manera más zen",872,"This is an event called 'Yoga in front of the sea', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Yoga in front of the sea
We will relax in front of the sea with basic yoga exercises for the whole family.Cheer up to face the day in a more zen way'"
873,"Santander, Spain",CONCURSO DE PINTURA RÁPIDA,"CONCURSO DE PINTURA RÁPIDA
Demuestra tu destreza bajo la temática “ESPACIO PÚBLICO COMPARTIDO” y entra en el sorteo de una fantástica bicicleta eléctrica último modelo.
Consultar bases en el QR.",873,"This is an event called 'Quick Painting Contest', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Fast paint contest
Demonstrate your skill under the theme ""shared public space"" and enter the raffle of a fantastic electric bicycle last model.
Consult bases on the QR.'"
874,"Santander, Spain",GALA DE PATINAJE ARTÍSTICO,"GALA DE PATINAJE ARTÍSTICO
Disfruta del patinaje artístico con una sorprendente Gala del Centro Profesional de Patinaje Artístico Alexmar, donde se presentarán desde los patinadores más pequeños de la escuela, a campeones de España, Europa y del mundo.",874,"This is an event called 'Artistic skating gala', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Artistic skating gala
Enjoy artistic skating with a surprising gala of the Alexmar Artistic Skating Professional Center, where they will be presented from the smallest skaters of school, champions of Spain, Europe and the world.'"
875,"Santiago de Compostela (Santiago de Compostela City Council)
, Spain",APROBACIÓN DE LA ACTUALIZACIÓN DEL PMUS,No description available,875,"This is an event called 'Approval of the PMUS update', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
876,"Santiago de Compostela (Santiago de Compostela City Council)
, Spain",PRESENTACIÓN DE LA NUEVA ORDENANZA DE MOVILIDAD,No description available,876,"This is an event called 'Presentation of the new mobility ordinance', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
877,"Santiago de Compostela (Santiago de Compostela City Council)
, Spain",EXPOSICIÓN DEL PMUS AL PACTO LOCAL POR LA MOVILIDAD Y A LA CIUDADANÍA EN GENERAL,No description available,877,"This is an event called 'PMUS exhibition to the local pact for mobility and citizens in general', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
878,"Santiago de Compostela (Santiago de Compostela City Council)
, Spain",CAMINOS ESCOLARES EN CENTROS EDUCATIVOS,No description available,878,"This is an event called 'School roads in educational centers', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
879,"Santiago de Compostela (Santiago de Compostela City Council)
, Spain",JORNADA LÚDICA EN VIRGEN DE LA CERCA,No description available,879,"This is an event called 'Playful day in Virgen de la Cerm', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
880,"Santiago de Compostela (Santiago de Compostela City Council)
, Spain",EXPOSICIÓN DE BICICLETAS ANTIGUAS EN EL CLAUSTRO DE FONSECA,DEL 18 AL 26 DE SEPTIEMBRE,880,"This is an event called 'Exhibition of old bicycles in the cloister of Fonseca', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From September 18 to 26'"
881,"Santomera, Spain",Movility Plan presentation,"The municipality will be presented with the results and benefits of the mobility plan being implemented, which will bring traffic reorganization and more sustainable mobility to our municipality.",881,"This is an event called 'Movility Plan presentation', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The municipality will be presented with the results and benefits of the mobility plan being implemented, which will bring traffic reorganization and more sustainable mobility to our municipality.'"
882,"Santomera, Spain",sustainable mobility presentation,"Presentation of the proposal for a sustainable route in the municipality, which will mean the creation of a sustainable urban route that promotes walking and cycling.",882,"This is an event called 'sustainable mobility presentation', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Presentation of the proposal for a sustainable route in the municipality, which will mean the creation of a sustainable urban route that promotes walking and cycling.'"
883,"Santoña, Spain",Concurso escolar de dibujo,"Con motivo de la Semana Europea de la Movilidad el Punto de Información Europeo de Santoña ha organizado un concurso de dibujo con cuatro categorías: infantil, 1º Y 2º de primaria, 3º y 4º de primaria y 5º y 6º de primaria.
El tema elegido por la Comisión Europea para la campaña de este año 2023 es ‘Espacio público compartido’ y tiene como objetivo difundir los beneficios del uso de modos de transporte sostenibles y este será el tema también para el concurso de dibujo. 
Los dibujos serán expuestos en la plaza de San Antonio el sábado 21 de septiembre, día en el que se celebra la XV Marcha en Bicicleta. Será allí donde se premiará a los ganadores.",883,"This is an event called 'Drawing School Contest', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'On the occasion of the European Mobility Week, the European Information Point of Santoña has organized a drawing contest with four categories: Infant, 1st and 2nd Primary, 3rd and 4th Primary and 5th and 6th Primary.
The issue chosen by the European Commission for the campaign of this year 2023 is ‘shared public space’ and aims to disseminate the benefits of the use of sustainable transport modes and this will also be the issue for the drawing contest. 
The drawings will be exhibited in the Plaza de San Antonio on Saturday, September 21, the day the XV is marching by bicycle.It will be there where the winners will be rewarded.'"
884,"Santoña, Spain",Marcha en Bicicleta,"Con motivo del “Día Europeo sin Coches” se ha programado la “XV Marcha en bicicleta” de Santoña. El recorrido es fácil y adaptado a todas las edades. 
Se trata en realidad, de una marcha simbólica para fomentar el uso de la bicicleta como medio de transporte habitual. Pretendemos educar a los más pequeños y alentar a los más mayores.
Si no tienes bicicleta ¡no te preocupes! estarán disponibles de manera gratuita las bicicletas del CTD El Albergue.
Al finalizar la Marcha se repartirán bocadillos y refrescos y posteriormente se procederá al sorteo de una bicicleta y packs de accesorios para todos los participantes inscritos en la Marcha.",884,"This is an event called 'Bicycle march', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'On the occasion of the ""European day without cars"" the ""XV marches by bicycle"" of Santoña has been scheduled.The tour is easy and adapted to all ages. 
It is actually a symbolic march to encourage the use of bicycle as a regular means of transport.We intend to educate the little ones and encourage the older ones.
If you don't have a bicycle, don't worry!CTD bicycles will be available for free.
At the end of the march, snacks and sodas will be distributed and then a bicycle and accessory packs will be drawn to all the participants registered in the march.'"
885,"Sarria, Spain",Semana de la Mobilidad,"Exposiciones itinerante por los colegios, institutos e calles de Sarria para concienciar sobre la contaminación producida por los vehículos, colocación de más aparca bicicletas, actividades relacionadas con la seguridad vial de peones y ciclistas",885,"This is an event called 'Mobility Week', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Itinerant exhibitions by schools, institutes and streets of Sarria to raise awareness about the contamination produced by vehicles, placement of more parking bicycles, activities related to the road safety of pawns and cyclists'"
886,"Segovia, Spain",Lanzaderas al recinto amurallado,"De 10:30 a 13:00 y de 17:00 a 22:30. A fin de reducir el tráfico de vehículos pesados en el recinto amurallado y de mejorar la eficiencia del transporte público en la zona, desde el lunes 16 hasta el domingo 22 y dentro del horario indicado, se establecerá un sistema de lanzaderas mediante minibuses. Estas lanzaderas seguirán dos recorridos y realizarán las siguientes paradas:

o	Recorrido Lanzadera 1: Acueducto – Convento de Santa Cruz – Hospital Misericordia – Plaza San Esteban – Plaza del Potro – Juzgados – Acueducto.
o	Recorrido Lanzadera 2: Acueducto – Concepcionistas – Plaza Mayor – Iglesia de San Martín – Plaza del Dr. Laguna – Juzgados – Acueducto.

El fin de trayecto de las líneas de autobuses que normalmente se sitúa en la Calle Colón pasará a ubicarse en la Plaza de Artillería dentro del horario y los días señalados. La línea 10 de Transporte Urbano mantendrá su recorrido y horario habitual durante toda la semana.",886,"This is an event called 'Walled enclosure launches', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 10:30 a.m. to 1:00 p.m. and from 5:00 p.m. to 22:30.In order to reduce heavy vehicles trafficking in the walled enclosure and improve the efficiency of public transport in the area, from Monday 16 to Sunday 22 and within the indicated schedule, a smart system will be established through minibuses.These snacks will follow two tours and make the following stops:

o Shuttle 1: Aqueduct - Convent of Santa Cruz - Hospital Misericordia - Plaza San Esteban - Place del Potro - Courts - Aqueduct.
o Shuttle 2: Aqueduct - Concepcionistas - Plaza Mayor - Church of San Martín - Plaza del Dr. Laguna - Courts - Aqueduct.

The end of the way of the bus lines that is normally located on Colón Street will be located in the artillery square within the schedule and the days indicated.Urban transport line 10 will maintain its usual route and schedule throughout the week.'"
887,"Segovia, Spain",MovilizaTEA,Presentación de las medidas para mejorar la accesibilidad cognitiva de personas con trastorno del espectro autista en el transporte urbano de Segovia (paradas y autobuses).,887,"This is an event called 'Movilize', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Presentation of measures to improve the cognitive accessibility of people with autistic spectrum disorder in the urban transport of Segovia (stops and buses).'"
888,"Segovia, Spain",Talleres sobre movilidad sostenible y de Educación Vial,"De 9:00 a 13:00. Taller impartido por los miembros de Policía Local a los alumnos de 4º de Educación Primaria.
Lugar: Parque Infantil de Tráfico.
Actividad en colaboración con CEIP Villalpando, CEIP Santa Eulalia, Colegio Cooperativa Alcázar, CEIP Diego de Colmenares, CEIP Domingo de Soto y CEIP Fray Juan de la Cruz.",888,"This is an event called 'Workshops on sustainable mobility and road education', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 9:00 a.m. to 1:00 p.m.Workshop taught by local police members to students of 4th Primary Education.
Place: Traffic playground.
Activity in collaboration with CEIP Villalpando, CEIP Santa Eulalia, Cooperativa Cooperativa Alcázar, CEIP Diego de Colmenares, CEIP Domingo de Soto and CEIP Fray Juan de la Cruz.'"
889,"Segovia, Spain",Taller de aprendizaje a montar en Bicicleta,"De 17:00 a 19:00. Taller dirigido a niños a partir de 6 años en el que se impartirán las primeras nociones para aprender a montar en bicicleta. Trae tu bici y el casco, si no tienes podemos prestártela. Aforo limitado a 10 personas. Inscríbete en la Oficina de Información al Viajero de la Estación de Autobuses, en el correo trafico.estacion@segovia.es o en el número de teléfono 690 886 660.
Lugar: Parque Infantil de Tráfico.",889,"This is an event called 'Bicycle assembly learning workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 5:00 p.m. to 7:00 p.m.Workshop aimed at children from 6 years in which the first notions to learn to ride a bicycle will be taught.Bring your bike and the helmet, if you don't have we can lend it.Capacity limited to 10 people.Sign up at the Information Office to the Traveler of the Bus Station, at the Mail Traffic.estacion@segovia.es or on the telephone number 690 886 660.
Place: Traffic playground.'"
890,"Segovia, Spain","""Tienes bicicleta ¿Sabes montar?""","De 17:00 a 19:00. Taller impartido por los miembros de Policía Local a alumnos de Educación Primaria para que, mediante juegos y ejercicios con bicicleta, demuestren su dominio, su habilidad y destreza.
Lugar: Parque Infantil de Tráfico.",890,"This is an event called '""You have a bicycle, you know how to ride?""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 5:00 p.m. to 7:00 p.m.Workshop taught by local police members to primary education students so that, through games and exercises with bicycle, they demonstrate their domain, their skill and skill.
Place: Traffic playground.'"
891,"Segovia, Spain",Paseo Escolar en Bicicleta,"A partir de las 9:30. Actividad dirigida por miembros de Policía Local a los alumnos de 5º y 6º de Educación Primaria del CEIP Elena Fortún.
Actividad en colaboración con el CEIP Elena Fortún.",891,"This is an event called 'Bicycle school walk', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 9:30.Activity led by local police members to students of 5th and 6th of Primary Education of CEIP Elena Fortún.
Activity in collaboration with the CEIP Elena Fortún.'"
892,"Segovia, Spain",PARKING DAY,"De 10:00 a 14:00. PARK(ing) Day es un evento internacional abierto y colaborativo, sin ánimo de lucro, en el que artistas, colegios, asociaciones, transforman durante unas horas una plaza de estacionamiento en un espacio público con un uso diferente. El objetivo de esta actividad es dar a conocer el movimiento PARK(ing) Day en Segovia, concienciar a los ciudadanos sobre los beneficios de una movilidad sostenible y el uso y disfrute de los espacios verdes.
Lugar: Puerta del Mercado de la Albuera.",892,"This is an event called 'PARKING DAY', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 10:00 a.m. to 14:00.Park (ING) Day is an open and collaborative international event, non -profit, in which artists, schools, associations, transform a parking space for a few hours into a public space with a different use.The objective of this activity is to publicize the Park Movement (ING) Day in Segovia, raise awareness of citizens about the benefits of sustainable mobility and the use and enjoyment of green spaces.
Place: Albuera market door.'"
893,"Segovia, Spain",Taller infantil de multas simbólicas,"De 17:00 a 19:00. Taller impartido por los miembros de Policía Local a los alumnos de Educación Primaria.
Lugar: Parque Infantil de Tráfico.",893,"This is an event called 'Children's Workshop of Symbolic Fines', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 5:00 p.m. to 7:00 p.m.Workshop taught by local police members to primary education students.
Place: Traffic playground.'"
894,"Segovia, Spain",Día mundial sin coches,Durante todo el día. Se hace un llamamiento a todos los ciudadanos de Segovia para que durante 24 horas utilicen un medio de transporte alternativo a su vehículo particular en todos los desplazamientos que tengan que realizar durante este día.,894,"This is an event called 'World Day without cars', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Throughout the day.All citizens of Segovia are called so that for 24 hours they use an alternative means of transport to their private vehicle in all the displacements they have to make during this day.'"
895,"Senyera, Spain",Corre per Senyera!,"La vesprada del dissabte es tancarà al trànsit el carrer del col·legi, perquè les xiquetes i xiquets puguen jugar lliurement i així gaudir d'un ampli espai sense el perill de la circulació de vehicles. A més, s'organitzaran carreres infantils al llarg de tot el carrer.",895,"This is an event called 'Run for flag!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'On Saturday afternoon, the street of the College will be closed, so that children can play freely and enjoy a wide space without the danger of the circulation of vehicles.In addition, children's races will be organized throughout the street.'"
896,"Seròs, Spain",Caminada per la mobilitat,"Walk around the town, to promote walking paths to carry out daily activities",896,"This is an event called 'Hike for mobility', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Walk around the town, to promote walking paths to carry out daily activities'"
897,"Seròs, Spain",Dia de la bici,Popular cycling route to encourage cycling.,897,"This is an event called 'Bike day', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Popular cycling route to encourage cycling.'"
898,"Sestao, Spain",Hinchables infantiles en espacio público,No description available,898,"This is an event called 'Children's Inflatables in Public Space', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
899,"Sestao, Spain",Circuito de obstáculos,No description available,899,"This is an event called 'Obstacle circuit', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
900,"Sestao, Spain",Concurso de dibujo sobre movilidad sostenible,No description available,900,"This is an event called 'Sustainable Mobility Drawing Contest', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
901,"Sestao, Spain",Quizz infantil: buenas prácticas de movilidad,No description available,901,"This is an event called 'Maybe children: good mobility practices', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
902,"Sestao, Spain",Marcha ciclista por el municipio,No description available,902,"This is an event called 'Cyclist march through the municipality', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
903,"Sestao, Spain",Clase dirigida de baile / zumba,No description available,903,"This is an event called 'Directed dance / zumba class', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
904,"Sevilla (Seville)
, Spain",PROMOTE PUBLIC TRANSPORT,No description available,904,"This is an event called 'PROMOTE PUBLIC TRANSPORT', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
905,"Silleda, Spain",Presentación Proyecto Avenida do Parque de SIlleda,No description available,905,"This is an event called 'Presentation Proyecto Avenida do Parque de Silleda', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
906,"Silleda, Spain",Apertura mejora urbana zonas escolares,No description available,906,"This is an event called 'Urban improvement opening School zones', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
907,"Sitges, Spain",Bus Urbà gratuit,El Bus urbà serà gratuït per tothom,907,"This is an event called 'FREE URBAN BUS', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Urban bus will be free for everyone'"
908,"Solsona, Spain",Caminada popular,"Es fara una caminada popular d'ambient familiar, d'entre 10 i 15 km. La qual començara a Solsona fins algun punt a determinar de la comarca. En aquesta caminada es farà alguna visita de caire ambiental o cultural",908,"This is an event called 'Popular hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A popular family -friendly hike, between 10 and 15 km.Which will begin in Solsona to some point to be determined from the region.In this hike there will be an environmental or cultural visit'"
909,"Solsona, Spain",Incentibar l'us del transport public,Es repartiran tiquets de bus a escoles i instituts perquè el jovent que estudia a Solsona pugui fer ús del bus urbà gratuïtament durant la setmana i d'aquesta manera incentivar-ne ús.,909,"This is an event called 'Incentivize L'Es of the Public Transport', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Bus tickets will be distributed in schools and institutes so that the young people who study in Solsona can use the urban bus for free during the week and thus encourage them.'"
910,"Sort, Spain",2A FESTA DE LA BICICLETA,"La festa de la Bicicleta, neix amb l’objectiu de reunir a tots els amants de la bicicleta i compartir entre tots nosaltres, entitats, empreses i organitzacions interessades, noves tendències, serveis , activitats i accions formatives en mobilitat sostenible i és per això que ens agradaria celebrar plegades aquesta tardor aquest esdeveniment per promoure l’ús de la bicicleta com a mitjà de transport habitual i per aconseguir una mobilitat més segura, sostenible i saludable que ens ajudi a millorar la qualitat ambiental del nostre poble!",910,"This is an event called '2nd bicycle festival', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The bicycle party was born with the aim of bringing together all bicycle lovers and sharing among us, entities, companies and organizations interested, new trends, services, activities and training activities in sustainable mobility and that is whyWe would like to celebrate this autumn this event to promote the use of bicycles as a regular means of transport and to achieve more safe, sustainable and healthy mobility that will help us improve the environmental quality of our people!'"
911,"Súria, Spain",Jornada de mobilitat sostenible a Súria,"Circuit escolar sobre mobilitat, activitats amb bicileta",911,"This is an event called 'Sustainable Mobility Day in Súria', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'School circuit on mobility, bike activities'"
912,"Tarragona, Spain",Parc infantil de seguretat viària,10 h a 14 h,912,"This is an event called 'Road Safety Playground', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '10 h a 14 h'"
913,"Tarragona, Spain",Transport urbà gratuït,Dia 23 de setembre de 2024,913,"This is an event called 'Free Urban Transportation', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'September 23, 2024'"
914,"Térmens, Spain",SETMANA SOSTENIBLE A TÉRMENS,No description available,914,"This is an event called 'Sustainable Week in Térmens', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
915,"Terrassa, Spain",Pedalada,"La Pedalada consistirà en un circuit circular d'uns 8k de recorregut, amb sortida i arribada a la Plaça Nova i discorrerà per les principals avingudes de la ciutat. 
L'activitat és oberta al conjunt de ciutadania i és apte per a públics de totes les edats, donat el caràcter festiu i no competitiu de l'activitat.",915,"This is an event called 'Pedaling', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The pedaling will consist of a circular circuit of about 8K route, with departure and arrival at Plaça Nova and will run through the main avenues of the city. 
The activity is open to the whole of citizenship and is suitable for audiences of all ages, given the festive and non -competitive nature of the activity.'"
916,"Tiana, Spain",Pedala per Tiana.,"Itinerari en bicicleta per diferents espais del municipi.
Tallers relacionats amb la mobilitat sostenible.",916,"This is an event called 'Pedala Per Tiana.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Bicycle itinerary through different parts of the municipality.
Workshops related to sustainable mobility.'"
917,"Tías, Spain",Parkind day,Ocupación de plazas de aparcamiento  con espacios par el esparcimiento publico,917,"This is an event called 'Parkind day', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Occupation of parking spaces with spaces for public recreation'"
918,"Tías, Spain",Inicio SEM,Firma carta adhesión SEM y rueda de prensa,918,"This is an event called 'Start without', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Sign Letter Adhesion SEM and press conference'"
919,"Tordera, Spain",Mou-te en bici; coneix Tordera,Pedalada Popular familiar de descoberta del patrimoni natural de la part fluvial del municipi tot difonent els beneficis de moure's amb aquest mitjà tant per a la salut personal com per a l'ecosistema,919,"This is an event called 'Move by bike;Meet Tordera', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Popular family pedal of discovery of the natural heritage of the river part of the municipality, spreading the benefits of moving with this medium for both personal health and ecosystem'"
920,"Torelló, Spain",Promoció del vehicle elèctric,"Durant la setmana de la mobilitat (16 a 22 de setembre) es realitzaran activitats destinades a la promoció de la mobilitat elèctrica: una exposició, una enquesta a la població dinamitzada per Som Mobilitat",920,"This is an event called 'Promotion of electric vehicle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'During Mobility Week (September 16 to 22) there will be activities aimed at promoting electric mobility: an exhibition, a survey of the population energized by Som Mobilitat'"
921,"Torelló, Spain",A Torelló compartim l'espai públic!,"El dissabte 28 de setembre al matí es farà la xerrada-presentació del projecte de Xarxa Ciclable de Torelló, una pedalada i altres activitats per promoure l'ús de la bicicleta com a mitjà de transport sostenible.",921,"This is an event called 'In Torelló we share the public space!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'On Saturday, September 28, in the morning, the talk of the Torelló Cyclable Network project, a pedal and other activities to promote the use of bicycles as a sustainable transport means of transport.'"
922,"Torre Pacheco, Spain","Photography Contest ""Ruedas y Rincones.""",Photographic Exhibition of the winning images from the different categorie,922,"This is an event called 'Photography replied ""wheels and corners.""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Photographic Exhibition of the winning images from the different categorie'"
923,"Torre Pacheco, Spain","Podcast ""Torre Pacheco Se Mueve""","he ""Torre Pacheco Se Mueve"" podcast aims to promote sustainable mobility and the sharing of public spaces, focusing on bicycle mobility and other soft transportation methods. This podcast will consist of two episodes: one to be released on Tuesday, the 17th, and another to be recorded live during the ""Torre Pacheco Se Mueve"" event on the 20th, featuring interviews with various elite athletes from Torre-Pacheco.",923,"This is an event called 'Podcast ""Torre Pacheco moves""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'he ""Torre Pacheco Se Mueve"" podcast aims to promote sustainable mobility and the sharing of public spaces, focusing on bicycle mobility and other soft transportation methods. This podcast will consist of two episodes: one to be released on Tuesday, the 17th, and another to be recorded live during the ""Torre Pacheco Se Mueve"" event on the 20th, featuring interviews with various elite athletes from Torre-Pacheco.'"
924,"Torre Pacheco, Spain","School Cycling Event ""Rosarito Sobre Ruedas"" (Rosarito on Wheels)","Cycling event of El Rosario School, from the school to the Rosario chapel. During the event, students will be told typical stories about the location",924,"This is an event called 'School Cycling Event ""Rosarito on wheels"" (Rosarito on Wheels)', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Cycling event of El Rosario School, from the school to the Rosario chapel. During the event, students will be told typical stories about the location'"
925,"Torre Pacheco, Spain","Tarde ""Torre Pacheco Se Mueve!""","An afternoon full of activities for all the residents of Torre Pacheco, aimed at promoting healthy activities and the use of soft modes of transportation.
It will feature the following activities: workshops for children, inline skating and bike trial exhibitions, recording of the second episode of the ""Torre Pacheco Se Mueve"" podcast, the official proclamation of Mobility Week, and a stand for purchasing second-hand bicycles.",925,"This is an event called 'Afternoon ""Torre Pacheco moves!""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'An afternoon full of activities for all the residents of Torre Pacheco, aimed at promoting healthy activities and the use of soft modes of transportation.
It will feature the following activities: workshops for children, inline skating and bike trial exhibitions, recording of the second episode of the ""Torre Pacheco Se Mueve"" podcast, the official proclamation of Mobility Week, and a stand for purchasing second-hand bicycles.'"
926,"Torre Pacheco, Spain","Cyclotourism Ride ""Kilometros de Sonrisas"" (Kilometers of Smiles)","A cyclotourism ride will take place in Torre Pacheco, following part of the main route of the town's new bike lane.",926,"This is an event called 'Cyclotourism Ride ""Kilometros de Sonrisas"" (Kilometers of Smiles)', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A cyclotourism ride will take place in Torre Pacheco, following part of the main route of the town's new bike lane.'"
927,"Torre-Serona, Spain",Caminada pels carres i camins del municipi,No description available,927,"This is an event called 'Walk through the streets and roads of the municipality', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
928,"Torrebesses, Spain",Ruta cicloturística guiada,Ruta cicloturística guiada per la natura,928,"This is an event called 'Guided cycling route', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Nature guided cycling route'"
929,"Torrebesses, Spain",Caminada verda,Caminada verda pels entorns del poble,929,"This is an event called 'Green hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Green hike around the village'"
930,"Torrefarrera, Spain",Caminada saludable,Caminada pel terme de Torrefarrera. El recorregut encara està per determinar.,930,"This is an event called 'Healthy hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Walk through the municipality of Torrefarrera.The route is yet to be determined.'"
931,"Torrejón de Ardoz, Spain",Taller de Educación Vial,Taller de Educación Vial dirigido a familias. Se realiza en al Parque de Educación Vial de Torrejón de Ardoz.,931,"This is an event called 'Road Education Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Road Education Workshop aimed at families.It is carried out in the Road Education Park of Torrejón de Ardoz.'"
932,"Torrejón de Ardoz, Spain",Corte del Tráfico de vehículos,Se realiza corte del tráfico en las calles Pesquera y San Isidro.,932,"This is an event called 'Vehicle traffic cut', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Traffic cut in fishing and San Isidro streets is made.'"
933,"Torrelameu, Spain",PEDALADA,"Hi haurà 3 recorreguts diferents amb distàncies aptes per a cada tipus d'esportista. En cadascun els participants hauran de fer fotos divertides per participar al concurs de fotos, després de reposar i recuperar forces amb l'esmorzar.",933,"This is an event called 'Pedaling', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'There will be 3 different routes with distances suitable for each type of athlete.In each one the participants will have to take fun photos to participate in the photo contest, after replenishing and recovering with breakfast.'"
