ID,city,activity_name,activity_description,primary_result,primary_classification,primary_score,secondary_result,secondary_classification,secondary_score
10,"Àger, Spain",Sortida cicloturista fins al Parc Astronòmic del Montsec amb visita del parc inclosa,Sortida cicloturista fins al Parc Astronòmic del Montsec amb visita al parc inclosa per tal de mostrar l'itinerari segur per arribar fins al parc de forma sostenible i saludable.,"{'sequence': ""This is an event called 'Departure cycling to the Montsec Astronomical Park with a visit from the park included', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Departure cycling to the Montsec Astronomical Park with a visit to the park included in order to show the safe itinerary to reach the park in a sustainable and healthy way.'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5094961524009705, 0.17600442469120026, 0.13224861025810242, 0.12579047679901123, 0.03063303232192993, 0.013313686475157738, 0.008544202893972397, 0.003969395067542791]}",Exhibition,0.5094961524009705,,,
11,"Agramunt, Spain",Quina és la classe més sostenible?,"Fomentem que els nens i nenes dels centres escolar vagin amb bicicleta o patinet al centre escolar, cada dia, cada classe ha de comptar quanta gent utilitza transports sostenibles, al final de setmana es mira quina ha sigut la classe més sostenible.","{'sequence': ""This is an event called 'What is the most sustainable class?', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'We encourage the children of the schools to bike or scooter at the school, each day, each class must count how many people use sustainable transport, at the end of the week look at what has been the most sustainable class.'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.2869674563407898, 0.264365553855896, 0.24929139018058777, 0.05859764292836189, 0.04775775596499443, 0.045051608234643936, 0.02914080210030079, 0.018827812746167183]}",Conference,0.2869674563407898,"{'sequence': ""This is an event called 'What is the most sustainable class?', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'We encourage the children of the schools to bike or scooter at the school, each day, each class must count how many people use sustainable transport, at the end of the week look at what has been the most sustainable class.'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.6959254145622253, 0.23671436309814453, 0.06736032664775848]}",Children/Schools,0.6959254145622253
12,"Aiguaviva, Spain",Caminada o pedalada,Enguany es planificarà la realització d'una caminada o pelada per la via verda del municipi,"{'sequence': ""This is an event called 'Hike or pedal', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'This year, a hike or peeled by the greenway of the municipality will be planned'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.29746899008750916, 0.20527835190296173, 0.17159244418144226, 0.1685592532157898, 0.0625525563955307, 0.044019006192684174, 0.036384426057338715, 0.01414493564516306]}",Walking Tour,0.29746899008750916,,,
13,"Alajeró, Spain",“La fragilización de las personas en el espacio público”,Empoderamiento de personas mayores y con movilidad reducida para moverse con seguridad en entornos urbanos.,"{'sequence': 'This is an event called \'""The frailization of people in public space""\', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: \'Empowerment of older people and with reduced mobility to move safely in urban environments.\'', 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.24871575832366943, 0.23172666132450104, 0.13961486518383026, 0.12736554443836212, 0.0839402824640274, 0.07287034392356873, 0.05467066168785095, 0.04109591618180275]}",Conference,0.24871575832366943,"{'sequence': 'This is an event called \'""The frailization of people in public space""\', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: \'Empowerment of older people and with reduced mobility to move safely in urban environments.\'', 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.42799681425094604, 0.30694058537483215, 0.2650625705718994]}",General Audience,0.42799681425094604
14,"Alajeró, Spain",Exposición sobre Recuperación de Espacio Público,Muestra gráfica de actuaciones en el espacio público de ciudades pertenecientes a la Red de Ciudades que Caminan.,"{'sequence': ""This is an event called 'Exhibition on public space recovery', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Graphic shows of actions in the public space of cities belonging to the network of cities that walk.'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.7353366613388062, 0.07969155162572861, 0.07003932446241379, 0.06169729307293892, 0.016755927354097366, 0.015204442664980888, 0.010916001163423061, 0.010358763858675957]}",Exhibition,0.7353366613388062,,,
15,"Alajeró, Spain","Ponencia Marco: ""Recuperar el Espacio Público: el Tamaño No Importa""","Ponente: Uxío Benítez, teniente alcalde de Tomiño (Pontevedra) y diputado provincial (2015-2023).
Debate moderado por Doña Ana Montalbán Navas y representantes de las ciudades y pueblos canarios miembros de la Red.","{'sequence': 'This is an event called \'Framework: ""Recover the public space: size does not matter""\', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: \'Speaker: Uxío Benítez, Lieutenant Mayor of Tomiño (Pontevedra) and Provincial Deputy (2015-2023).\r\nModerate debate by Mrs. Ana Montalbán Navas and representatives of the Canarian cities and towns members of the Network.\'', 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.6923383474349976, 0.1644609421491623, 0.05296304449439049, 0.03395863249897957, 0.02008405700325966, 0.01791287399828434, 0.009521888568997383, 0.008760161697864532]}",Conference,0.6923383474349976,"{'sequence': 'This is an event called \'Framework: ""Recover the public space: size does not matter""\', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: \'Speaker: Uxío Benítez, Lieutenant Mayor of Tomiño (Pontevedra) and Provincial Deputy (2015-2023).\r\nModerate debate by Mrs. Ana Montalbán Navas and representatives of the Canarian cities and towns members of the Network.\'', 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.6192370653152466, 0.334637850522995, 0.046125076711177826]}",General Audience,0.6192370653152466
16,"Alajeró, Spain",| Caso Local: Proyecto de Transformación Urbana en Alajeró,"Presentación del proyecto de creación de zonas 20/30 con plataforma única de convivencia y prioridad peatonal en Playa Santiago, a cargo de Manuel Galván García, Ingeniero de caminos, canales y puertos.","{'sequence': ""This is an event called '|Local case: urban transformation project in Alajeró', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Presentation of the 20/30 Zone Creation Project with Unique Platform for Coexistence and Pedestrian Priority in Playa Santiago, by Manuel Galván García, engineer of roads, channels and ports.'"", 'labels': ['This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3949722647666931, 0.3206464648246765, 0.24439382553100586, 0.014265840873122215, 0.009971021674573421, 0.00839744322001934, 0.0040732785128057, 0.003279841737821698]}",Infrastructure Inauguration,0.3949722647666931,,,
17,"Alajeró, Spain","Paseo, Reflexión y Propuesta","Paseo guiado por las intervenciones urbanas en Playa Santiago, Alajeró, con paradas para la reflexión conjunta.","{'sequence': ""This is an event called 'WALK, REFLECTION AND PROPOSAL', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Guided walk through urban interventions in Playa Santiago, Alajeró, with stops for joint reflection.'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.8455057740211487, 0.05181936174631119, 0.03403699770569801, 0.027858074754476547, 0.017892370000481606, 0.010036086663603783, 0.0068327379412949085, 0.00601856829598546]}",Walking Tour,0.8455057740211487,,,
18,"Albacete, Spain",Paseo en Bici,Paseo ciclista para la promoción del uso de la bicicleta y de la movilidad sostenible.,"{'sequence': ""This is an event called 'Bike ride', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Cyclist walk for the promotion of bicycle and sustainable mobility.'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.8736035823822021, 0.032837312668561935, 0.025995906442403793, 0.018239829689264297, 0.015027000568807125, 0.014162294566631317, 0.01335858553647995, 0.006775503512471914]}",Cycling Event,0.8736035823822021,,,
19,"Albalat de la Ribera, Spain",Xarrada sobre la mobilitat sostenible i l'espai públic,"Xarrada al CEIP Ausiàs March d'Albalat de la Ribera per part dels agents de la Policia Local, on explicaran la importància d'una mobilitat sostenible i com compartir col·lectivament l'espai públic i garantir que totes i tots puguem moure'ns d'una manera segura i còmoda en un entorn agradable.","{'sequence': ""This is an event called 'Talk about sustainable mobility and public space', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Talk to CEIP Ausiàs March d'Albalat de la Ribera by local police officers, where they will explain the importance of sustainable mobility and how to collectively share public space and ensure that everyone can move.'A safe and comfortable way in a pleasant environment.'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.862996518611908, 0.04317942634224892, 0.03032401204109192, 0.022055957466363907, 0.019197987392544746, 0.00971257034689188, 0.008951223455369473, 0.0035823474172502756]}",Conference,0.862996518611908,"{'sequence': ""This is an event called 'Talk about sustainable mobility and public space', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Talk to CEIP Ausiàs March d'Albalat de la Ribera by local police officers, where they will explain the importance of sustainable mobility and how to collectively share public space and ensure that everyone can move.'A safe and comfortable way in a pleasant environment.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.8569789528846741, 0.10091277211904526, 0.04210830479860306]}",General Audience,0.8569789528846741
